default,student,balance,income
0,0,883.91,41668.11
0,1,953.81,18241.74
0,1,1168.90,14970.87
0,0,431.33,58551.89
0,1,1291.92,17910.06
0,1,335.36,5118.75
0,0,30.82,35960.61
0,1,1119.24,15214.12
1,1,1812.08,17962.27
0,0,385.69,44650.78
0,1,651.55,17743.07
0,0,1717.50,38791.06
0,1,1181.51,11784.80
0,0,745.28,34704.62
0,1,1453.31,15183.73
0,1,1333.10,29363.97
0,1,571.89,15632.77
0,0,494.65,40377.67
0,0,163.58,58220.78
0,1,1371.47,24248.55
0,0,1129.20,40688.64
0,0,0.00,53663.17
0,0,84.86,53760.47
0,0,681.45,48892.52
0,1,1366.48,11268.77
0,0,82.09,27357.60
0,0,603.00,33888.41
0,0,176.32,54798.70
0,1,713.80,20676.91
0,0,137.72,44747.33
0,0,159.97,30567.80
1,1,1956.92,15574.39
0,0,183.58,51149.28
0,0,975.34,50751.04
0,0,0.00,44216.93
0,0,424.29,35675.74
0,0,1477.67,42011.81
0,1,1211.36,14186.39
0,0,903.55,46971.56
0,1,1076.23,18096.70
0,0,988.67,28486.34
0,0,1311.09,32797.99
0,0,0.00,40056.69
0,0,289.33,45559.18
0,0,22.54,59536.28
0,1,287.61,24440.23
0,0,25.83,22720.09
0,1,725.79,23202.96
0,1,1137.03,25117.76
0,0,1335.12,30115.15
0,0,1193.68,34360.91
0,1,0.00,18162.77
0,0,1047.72,45181.75
0,0,0.00,48271.87
0,0,327.32,29816.38
0,0,771.68,38854.24
0,1,873.68,17655.71
0,0,974.91,36763.15
0,0,309.82,28139.63
0,0,286.85,18402.16
0,0,509.85,49345.43
0,1,840.34,21097.37
0,0,223.69,23513.30
0,0,1407.22,22806.85
0,0,1178.98,45545.17
0,0,1298.48,39143.29
0,0,627.35,37616.47
0,0,907.17,27631.57
0,0,872.15,40524.34
0,0,620.32,52536.78
0,0,380.33,30890.07
0,0,1073.17,51668.96
0,0,883.23,32310.75
0,1,1558.22,7364.83
1,0,2023.73,32094.63
0,1,803.96,13172.87
0,0,1060.20,27870.16
0,0,869.85,33589.14
0,1,1306.48,13984.79
0,0,1597.90,36524.72
0,0,1351.96,43630.04
0,0,0.00,29475.38
0,0,442.59,38947.35
0,1,963.20,15938.07
0,0,1063.80,41157.36
0,0,214.41,42758.81
0,0,1258.58,33571.14
0,0,506.63,49068.87
0,0,38.41,38702.10
0,0,1237.55,37387.15
0,0,0.00,47437.51
0,0,555.67,46584.73
0,0,747.94,44030.46
0,1,1000.62,17223.64
0,0,773.67,40427.74
0,0,744.77,35067.64
0,0,953.12,51257.14
0,0,998.38,37816.84
0,1,1098.96,21025.93
0,0,521.69,48700.15
0,0,82.73,27627.22
0,0,219.12,31490.53
0,0,276.38,38721.87
0,1,1180.36,24063.31
0,0,620.92,39099.31
0,0,414.86,38030.82
0,0,1389.89,48689.73
0,1,703.01,21411.93
0,0,493.55,52241.92
0,1,1351.41,14003.48
0,1,461.78,17609.83
0,0,143.10,44846.90
0,0,1280.00,30274.34
0,1,1764.68,17995.73
1,0,1648.47,55548.25
0,0,0.00,37409.00
0,0,610.60,22635.07
0,0,355.15,55634.33
0,1,472.51,19903.89
0,0,786.01,52693.94
0,0,772.73,47161.28
0,0,751.30,25013.61
0,0,1433.71,42798.57
0,0,1037.01,36622.79
0,1,1827.13,19616.01
0,0,764.51,37869.21
0,0,589.54,28237.82
0,0,754.13,41341.80
0,0,911.93,41249.28
0,0,311.92,39694.48
0,1,933.29,20694.59
1,0,1374.47,35805.71
0,1,322.31,10056.11
0,1,703.84,19318.06
0,1,534.69,18729.57
0,0,0.00,26626.49
0,0,770.52,44509.58
0,0,1015.73,31820.94
0,0,421.15,61655.35
0,0,1125.09,33564.08
0,0,857.38,28755.18
0,0,363.94,46155.54
0,0,1157.78,32219.83
0,0,993.30,28501.86
0,1,403.46,15333.88
1,1,2134.93,20330.86
0,1,1234.94,26919.12
0,1,805.10,22174.03
0,0,0.00,41933.10
0,1,157.51,24506.19
0,0,257.90,39477.03
0,0,1056.92,53080.59
0,0,0.00,48290.85
0,1,1730.29,19446.68
0,0,694.50,14150.91
0,0,1546.76,32928.64
0,0,428.67,45570.79
0,1,1764.53,18148.52
0,1,1181.98,17223.37
0,0,943.13,30178.73
0,0,0.00,41234.89
0,0,1087.19,54961.29
0,0,14.82,32320.27
0,0,0.00,47207.05
0,0,836.01,40178.93
0,0,1494.52,42280.41
0,1,1318.53,15821.15
0,0,431.13,37772.80
0,0,1335.47,45847.38
0,0,1141.44,27914.40
0,0,795.12,38710.38
0,0,1005.44,40615.34
0,0,481.24,49010.76
0,0,427.34,27260.74
0,1,1157.59,17996.90
0,0,890.21,43643.58
0,1,1321.33,20302.22
0,0,1167.94,57256.01
0,1,1197.17,10834.11
0,1,922.89,22988.84
0,0,834.71,28553.47
0,1,1264.59,14649.16
0,0,1603.67,25802.30
0,0,838.28,55082.32
0,1,850.68,21251.64
0,1,1508.31,17645.31
0,0,1272.48,34570.57
0,0,981.84,23636.98
0,0,487.70,46480.04
0,0,1046.42,47598.31
0,0,1533.92,42888.64
0,0,709.95,37302.62
0,1,1610.02,19649.48
0,1,645.69,14211.15
0,0,377.71,46729.33
0,0,994.99,39315.96
0,0,1240.67,57303.79
0,0,736.59,37031.48
0,0,1201.23,46478.15
0,1,647.37,16897.79
0,0,1161.24,52064.47
0,1,1521.91,21370.79
0,0,805.52,43383.71
0,0,1155.40,34539.56
0,0,613.11,38632.13
0,0,623.96,46188.29
0,0,1000.90,46469.10
0,1,807.75,18760.35
0,0,1156.04,38295.57
0,0,637.28,32885.70
0,1,1241.69,20105.07
0,0,741.19,31104.00
0,0,1169.83,39386.37
0,0,0.00,35821.79
0,0,1088.30,33673.36
0,1,0.00,22187.97
0,0,608.95,26463.37
0,1,431.30,15606.25
0,0,512.65,39631.70
0,1,1241.62,12058.60
0,0,0.00,53058.26
0,0,561.43,37884.96
0,0,245.24,35132.22
0,0,1081.06,34138.32
0,0,492.33,42317.24
0,0,1349.57,50645.29
0,1,1150.43,11666.99
0,0,357.87,42499.03
0,0,331.11,45104.82
0,1,1457.67,20042.86
0,1,852.31,15956.65
0,0,1378.94,43998.14
0,1,1005.52,22128.08
0,0,1420.99,34126.42
0,0,570.30,30615.33
0,1,1228.99,17304.64
0,1,1142.94,20942.00
0,0,759.35,32066.71
0,0,846.68,41651.22
1,0,2133.46,28237.88
0,0,354.57,30954.48
0,0,0.00,46450.97
0,0,1051.40,30072.75
0,0,0.00,41371.66
0,0,887.47,30563.77
0,0,688.11,20098.59
0,0,1257.34,40810.17
0,0,1175.82,41447.58
0,0,0.00,34838.44
0,0,608.55,22555.51
0,0,0.00,32608.49
1,1,2110.56,19345.10
0,0,696.90,38713.32
0,0,559.47,61187.81
0,0,715.39,49473.38
0,1,2026.86,20469.93
0,1,1187.36,24267.40
0,0,785.79,42887.59
0,0,845.92,42799.44
0,1,1032.67,13901.12
0,0,861.27,38111.03
0,0,1601.88,27885.16
0,0,955.93,10836.72
0,1,877.88,18217.61
0,0,1043.76,31523.69
0,1,1080.07,11239.53
0,0,589.22,47722.17
0,1,769.53,23048.54
0,0,951.05,33326.59
0,0,1189.16,36223.87
0,0,1709.34,35290.52
0,1,1402.55,16607.56
0,0,250.88,51662.23
0,0,681.42,26426.23
0,0,1333.25,39196.66
0,0,858.76,29150.34
0,1,992.78,14204.67
0,0,265.30,32276.46
0,0,754.48,31592.20
0,1,584.08,24440.02
0,0,1175.23,47684.46
0,0,1388.66,31021.55
0,0,410.10,37328.46
0,0,59.13,34162.24
0,1,1939.71,13836.99
0,0,886.15,24466.13
0,0,771.00,40990.62
0,1,306.41,13594.19
0,0,1022.10,37095.22
0,0,847.98,24950.53
0,0,1596.23,42993.58
0,1,1635.22,8531.04
0,0,0.00,45217.85
0,0,1306.80,48799.51
0,0,932.95,35858.19
0,1,1052.88,13486.15
0,1,1304.63,13496.88
0,1,2052.13,13130.65
0,0,1216.73,52377.85
0,0,526.47,44241.57
0,0,153.45,36813.20
0,0,905.64,47271.35
0,0,1068.87,41690.05
0,0,0.00,30049.10
0,1,992.44,14207.27
0,0,964.60,36676.57
0,0,493.64,43524.25
0,0,835.66,44234.17
0,0,480.09,57068.13
0,0,637.60,52347.76
0,1,2134.02,17897.65
0,0,1475.21,42243.18
0,0,887.34,55751.72
0,0,1376.31,43234.14
0,0,1304.70,45162.65
0,0,225.51,54534.71
0,0,1261.27,39984.53
0,1,30.58,16246.57
0,1,437.04,16261.21
0,0,922.64,52205.51
0,0,412.75,44650.08
0,0,693.10,54492.75
0,1,915.46,27283.32
0,1,1322.49,22930.45
0,0,1610.09,40499.00
0,0,1113.13,27110.60
0,0,0.00,47803.26
0,0,1163.15,44424.83
0,0,924.30,26397.60
1,1,1983.23,25687.93
0,0,725.70,49337.40
0,1,1030.50,16662.73
0,1,1038.98,13739.72
0,1,292.86,15220.94
0,1,495.11,14881.84
0,0,659.04,47942.25
0,0,291.97,48511.60
0,0,471.36,45573.31
0,0,855.82,56219.81
0,0,918.68,48160.52
0,0,1251.32,37881.82
1,0,1066.88,44918.41
0,1,1427.12,12553.89
0,1,1263.88,12418.81
0,1,1128.14,10159.24
0,0,694.40,36570.43
0,1,805.40,17902.58
0,0,519.52,39704.69
0,1,1051.30,16299.61
0,0,421.90,37323.76
0,1,622.41,13072.03
0,1,1005.26,21394.12
0,1,537.49,9421.71
0,1,190.00,24716.96
0,0,309.86,56100.05
0,0,969.45,33411.80
0,1,775.59,17030.58
0,0,1296.47,48682.37
0,0,1037.16,38490.38
0,0,978.65,25742.12
0,0,965.05,47987.32
0,1,816.04,17894.79
0,1,716.19,7997.62
0,0,1130.61,43936.65
0,0,383.70,41311.24
0,0,1008.15,20326.59
0,0,652.82,41161.86
0,1,1232.79,16279.19
0,0,803.22,52869.81
0,1,1443.43,22693.66
0,1,1288.45,21216.96
0,0,0.00,43193.23
0,1,1053.33,10212.50
0,1,744.79,22343.10
0,0,412.69,33923.46
0,0,943.40,35281.73
0,0,1192.97,39504.48
0,1,1071.51,11082.06
0,0,1493.27,41005.22
0,1,1132.84,15703.03
0,1,597.48,14796.75
0,1,792.98,17346.17
0,0,1376.08,22317.57
0,0,1060.02,39757.44
0,0,532.33,30851.28
0,0,0.00,28711.76
0,1,894.13,24670.12
0,0,906.44,37309.68
0,0,0.00,28727.12
0,0,506.43,35333.18
0,1,943.50,14123.70
0,1,0.00,14874.80
0,0,442.49,54996.84
0,1,380.96,20117.83
0,0,962.00,37073.19
1,0,1789.09,48331.13
0,0,76.48,27283.69
0,0,1067.14,53995.73
0,0,0.00,39592.44
0,0,253.13,40973.65
0,0,1056.93,55409.46
0,0,179.70,37727.54
0,1,990.94,18197.23
0,0,693.75,36723.45
0,0,965.28,37705.24
0,0,300.88,51423.69
0,0,1265.04,47297.72
0,0,558.67,40335.61
0,0,1183.98,53599.75
0,1,1165.84,20495.16
0,1,1542.19,17265.92
0,1,587.77,22669.42
0,0,0.00,31005.04
0,0,389.98,27329.98
0,0,647.08,55522.62
0,0,70.98,40012.53
0,1,115.55,12670.03
0,0,90.93,42451.74
0,0,1230.42,51716.74
0,0,201.56,27924.85
0,1,1562.85,10353.90
0,1,622.90,11019.88
0,1,1142.13,9184.73
0,1,1796.27,21126.18
0,0,947.42,38505.78
0,0,419.44,34332.66
0,0,1660.83,53754.20
0,0,391.24,24972.25
0,0,613.43,34745.01
0,1,1024.11,18667.93
0,1,0.00,25976.07
0,0,1252.96,33876.19
0,0,708.84,55675.76
0,0,266.65,16515.31
0,1,1339.36,19496.17
0,0,781.60,49457.11
0,1,1021.37,19032.51
0,0,948.49,40739.86
0,1,1312.93,20208.54
0,0,0.00,50861.79
0,0,0.00,24566.48
0,0,0.00,30922.60
0,1,859.34,13993.65
0,0,646.16,45696.83
1,1,1707.91,10591.72
0,0,133.67,28492.40
0,1,80.60,16145.64
0,1,631.60,17845.07
0,0,1236.62,40668.73
0,0,742.58,40085.44
0,1,97.03,12731.76
0,0,1054.22,50900.24
0,0,959.60,29850.21
0,0,1258.85,33683.18
0,0,443.25,36547.16
0,0,1605.10,26126.33
0,0,0.00,25964.84
0,0,832.65,25106.37
0,1,443.54,19632.18
0,0,817.43,40088.05
0,0,881.66,43726.00
0,0,1154.09,48400.24
0,1,961.58,9681.49
0,1,516.12,17538.46
0,1,1357.41,22572.79
0,0,1036.03,35261.36
0,1,900.61,17802.93
0,0,1516.33,46393.26
0,1,1015.20,22208.33
0,0,232.11,40368.96
0,1,1082.28,19451.82
0,0,682.44,17992.97
0,1,1218.14,18144.98
0,0,802.41,47444.49
0,0,143.85,38014.87
0,0,1087.47,32908.53
0,1,895.75,14753.30
0,0,660.29,58956.51
0,1,630.97,19087.17
0,1,1648.97,15402.48
0,1,975.96,18246.82
0,0,297.01,22955.08
0,0,0.00,47328.23
0,0,0.00,32629.94
0,1,789.21,18231.83
1,0,1804.04,31318.30
0,0,1266.11,29698.52
0,1,135.19,20414.41
0,0,28.81,36941.06
0,1,0.00,15347.91
0,0,750.70,49150.35
0,0,805.31,57386.13
0,0,1093.80,29573.24
0,0,483.97,44335.96
0,1,1534.39,19592.11
0,0,1349.19,48013.69
0,0,158.57,20575.47
0,1,172.46,25850.38
0,0,1280.76,53675.57
0,1,213.17,22811.46
0,0,0.00,32248.54
0,1,704.01,13903.46
0,0,708.81,38295.23
0,0,257.40,49477.79
0,1,1188.74,22867.07
0,0,0.00,62886.71
0,0,1321.70,45581.79
0,1,882.58,17749.97
0,1,1418.13,11964.43
0,0,1245.42,36897.78
0,0,339.53,58747.39
0,1,824.55,29088.11
0,0,241.44,30171.62
0,0,1510.79,47684.24
0,0,396.64,52174.95
0,1,1633.70,15786.32
0,0,650.42,47122.07
0,1,1382.44,15680.61
0,0,613.48,24367.86
0,0,1424.35,37846.00
0,1,914.11,19053.01
0,1,802.01,15469.65
0,1,539.67,18852.27
0,0,337.58,52192.27
0,1,813.49,16681.35
0,0,477.88,39834.03
0,0,342.19,32154.75
0,0,840.37,45316.84
0,1,865.57,16643.24
0,0,645.59,44402.11
0,0,1755.39,35031.53
0,0,498.75,51690.06
0,0,587.78,30859.64
0,1,824.62,10062.58
0,0,0.00,32660.73
0,1,880.80,20436.44
0,0,917.12,48227.82
0,1,789.72,19280.54
0,0,763.86,52938.04
0,1,1062.17,17383.26
0,0,944.33,44444.15
0,0,877.50,25587.74
0,0,1344.10,41417.35
1,1,1543.10,18304.65
0,0,380.32,38864.58
0,1,1176.89,23634.82
0,0,733.20,34524.92
0,0,349.00,48942.03
0,1,1380.09,19245.83
0,0,943.17,40369.70
0,0,1248.89,51897.39
0,0,713.22,51107.86
0,0,834.24,36721.86
0,0,0.00,26200.04
0,0,1558.88,37489.72
0,0,1362.19,37736.75
0,0,1581.52,45729.89
0,0,324.85,39752.35
0,0,1112.74,47527.13
0,0,379.60,32578.44
0,0,1549.10,26239.78
0,0,1489.42,46732.77
0,0,548.21,41647.73
0,0,561.97,37637.01
0,0,595.49,34470.42
0,0,267.51,27364.87
0,1,1793.30,21034.88
0,1,1773.15,10177.87
0,0,618.86,37333.33
0,0,205.64,37766.49
0,0,1011.43,36364.75
0,0,0.00,38130.65
0,1,1154.43,15221.17
0,0,292.52,43705.38
0,1,1106.95,19233.77
1,0,1665.95,30070.14
0,1,968.67,22212.74
0,0,797.25,39928.59
0,1,636.90,18620.24
0,1,1011.33,14101.29
0,0,791.04,47303.68
0,0,942.47,36965.05
0,0,706.97,46165.15
0,0,767.43,55990.87
0,0,568.84,37074.54
0,1,1271.56,18999.62
0,0,938.94,44280.79
0,0,1012.19,34631.71
0,0,1355.49,18935.51
0,0,912.05,43486.96
0,0,289.60,25724.77
1,1,2035.86,14435.84
0,1,1602.18,17858.07
0,1,0.00,20067.81
0,1,1202.39,14036.62
0,0,554.71,28164.20
0,1,229.99,2541.20
0,0,768.98,35503.91
0,1,1211.04,16898.13
0,0,0.00,35648.38
0,0,0.00,27537.74
0,1,859.94,15966.72
0,0,0.00,47556.30
0,1,1471.54,14959.66
0,1,582.87,17730.55
0,1,463.12,25858.28
0,0,986.15,48940.49
0,0,534.75,29685.13
0,0,1402.69,39656.63
0,0,967.75,46278.07
0,0,884.02,36889.43
0,1,455.70,19080.81
0,0,0.00,66915.57
0,0,1141.24,37917.66
0,0,365.24,21358.00
0,0,38.38,33579.36
0,1,731.97,13593.14
0,0,1006.72,47784.32
0,0,1107.80,34561.95
0,0,777.53,45673.67
0,0,1501.43,35398.96
0,1,862.06,12085.45
0,1,12.19,19910.97
0,0,0.00,30208.05
0,0,1820.33,31310.00
0,0,576.07,40179.83
0,0,837.75,31017.90
0,0,399.79,34875.33
0,1,578.76,20909.84
0,0,1106.54,46565.06
0,0,390.75,38442.30
0,1,274.19,15421.55
0,0,1476.88,42271.33
0,0,578.46,20306.94
0,0,1064.15,28192.13
0,0,1598.30,46404.66
0,0,863.45,33529.88
0,0,1157.76,32574.50
0,1,406.39,24086.95
0,0,309.24,44202.71
0,0,943.95,28353.63
0,0,1206.79,42916.70
0,1,1448.06,21028.29
0,0,1166.59,26977.62
0,0,800.31,61281.30
0,0,714.93,31032.87
0,0,471.26,28417.74
0,0,662.16,30390.06
0,0,770.43,53398.31
0,0,597.33,55496.78
0,0,140.85,48183.28
0,0,1035.55,29423.23
0,1,784.11,11560.57
0,1,442.03,17072.34
0,0,888.08,54072.66
0,0,704.20,44775.12
0,1,1016.45,15099.53
0,0,1036.46,42914.98
0,1,1060.22,22795.94
0,0,1243.93,38075.44
0,1,1291.98,26571.87
0,0,69.25,20222.87
0,0,196.39,29932.66
0,1,709.03,18305.73
0,0,1034.15,52106.84
0,0,868.01,50549.53
0,0,1236.01,48800.36
0,0,12.91,46282.26
0,1,826.45,21342.70
0,1,703.99,20752.18
0,1,817.12,13152.03
0,0,1210.01,45066.13
0,1,766.41,22296.98
0,0,1643.65,33980.83
0,0,1053.01,54009.63
0,0,240.08,41508.96
0,0,62.65,44440.71
0,1,924.23,11194.67
0,1,944.07,26027.69
0,0,295.79,51837.75
1,0,2085.59,35657.23
0,0,474.36,58068.62
0,0,504.72,54297.11
0,0,292.38,33961.10
0,0,593.28,40227.14
0,0,76.06,50054.76
0,1,1270.09,16809.01
0,0,877.34,40689.48
0,1,932.56,20980.81
0,0,279.96,30262.12
0,0,1155.18,40398.40
0,0,0.00,45431.76
0,1,1216.77,23378.57
0,1,0.00,15274.47
0,1,728.55,22891.93
0,0,0.00,48365.58
0,1,643.57,21323.05
0,0,973.08,27289.27
0,1,1177.96,14385.17
0,0,196.99,41314.99
0,0,1526.27,44845.14
0,0,441.40,56060.20
0,0,1004.64,56533.31
0,0,1258.07,36645.14
0,0,1563.99,37119.60
0,0,367.35,29905.53
0,1,1222.77,18276.43
0,1,1582.20,19682.87
0,0,647.13,32725.39
0,0,0.00,33146.50
0,1,1585.33,15079.49
0,1,837.97,25773.18
0,1,686.78,10543.56
0,0,947.84,37891.04
0,1,1205.06,18101.68
0,0,1254.13,37456.26
0,0,949.12,50528.53
0,0,530.25,27610.70
0,0,833.69,54558.14
0,0,638.47,36173.98
1,1,2387.31,28296.91
0,1,839.39,21383.23
0,0,294.63,63285.03
0,0,1178.18,34720.94
0,0,1149.72,57890.52
0,0,909.76,42468.28
0,1,1391.51,18539.59
0,1,1029.25,18018.36
0,0,1504.60,30773.74
0,0,1276.49,35122.85
0,0,874.92,25023.32
0,0,1104.69,51516.34
0,0,0.00,47056.20
0,0,698.80,37466.02
0,0,1055.41,33945.14
0,1,131.28,14491.84
0,0,795.90,44181.67
0,0,611.95,39291.20
0,0,1670.42,41409.77
0,0,1423.15,33591.23
0,0,770.64,29623.47
0,0,1315.47,29808.35
0,0,599.20,53218.11
0,0,584.36,34128.77
0,0,27.27,51659.88
0,0,65.73,32332.18
0,0,1338.46,23909.55
0,1,1120.42,16151.25
0,0,726.03,41996.12
0,0,1353.59,44372.79
0,0,531.74,38122.19
0,0,1824.64,36762.81
0,1,894.47,14035.50
0,1,1275.54,16445.62
0,0,550.62,19106.27
0,1,270.39,13158.44
0,0,652.00,35266.13
0,0,718.35,50765.89
0,0,1008.95,31235.78
0,1,1510.75,13390.92
0,0,1393.37,38371.98
0,0,586.59,45519.84
0,0,793.41,45873.18
0,0,285.91,43263.63
0,1,550.38,20322.77
0,1,716.49,16785.39
0,0,383.69,39946.48
0,0,252.33,38431.82
0,0,1164.10,40167.02
0,0,1080.19,38398.87
0,0,906.48,47101.99
0,0,457.80,26567.24
0,0,1215.87,42762.12
0,0,217.36,45083.11
0,1,1076.73,12502.64
0,1,58.07,23639.23
0,0,1615.23,55219.52
0,1,1119.00,22811.39
0,0,671.96,17621.45
0,0,634.22,38672.75
0,1,831.82,16164.48
0,1,373.06,22018.98
0,0,776.45,58481.54
0,1,1031.30,12195.38
0,0,910.67,43795.58
0,0,1010.81,42163.45
0,0,1090.35,48280.95
0,0,1008.55,53801.62
0,0,0.00,50127.18
0,1,1824.37,20074.28
0,0,730.16,44411.68
0,0,991.13,30941.55
0,0,1356.52,35030.64
0,0,576.64,41699.21
0,0,1334.55,43385.82
0,0,1487.66,47624.38
0,0,778.69,48551.97
0,0,444.20,37599.42
0,0,1023.36,34632.10
0,1,153.40,17840.38
0,0,661.76,47169.36
0,0,312.61,34918.61
0,0,645.37,30102.04
0,0,0.00,49010.27
0,0,779.61,22975.49
0,1,569.50,19755.52
0,0,1287.77,38507.12
0,0,1177.82,32294.55
0,0,795.37,25704.65
0,0,877.04,24902.74
0,0,823.99,36701.53
0,0,1019.22,52089.64
0,0,942.74,38908.88
0,0,6.79,40145.34
0,0,0.00,55158.15
0,1,1420.20,22790.80
0,1,1254.66,18189.52
0,0,0.00,37796.40
0,0,1140.07,33605.38
0,1,747.96,19869.39
0,0,1598.60,48717.26
0,0,1226.37,21426.31
0,0,929.82,50611.99
0,0,807.41,43853.88
0,0,345.36,56965.70
0,0,982.45,42907.03
0,1,1067.67,14485.95
0,0,742.54,39017.95
0,0,1060.18,30948.29
0,0,523.75,33767.05
0,0,697.98,29799.32
1,1,1500.89,15802.23
0,1,1682.90,14378.89
0,1,1264.04,6466.51
0,0,1352.46,34247.78
0,0,376.88,50671.32
0,0,629.56,37255.37
0,1,709.41,11355.11
0,0,541.35,42332.25
0,0,421.17,42721.48
0,0,500.80,47910.96
0,0,0.00,41663.34
0,0,1089.37,43360.16
0,0,603.85,56468.12
1,0,1165.54,50341.57
0,0,1457.62,43155.36
0,0,390.06,27108.21
0,0,584.14,35517.23
0,0,901.01,13498.13
0,1,1380.10,14142.08
0,0,1146.07,39902.44
0,0,1058.03,43327.03
0,0,474.38,35980.75
0,1,969.14,22425.41
0,1,1616.74,12557.82
0,0,1185.03,33298.50
0,0,472.63,41257.39
0,0,1257.63,30964.23
0,0,640.92,37306.69
0,0,105.74,42442.85
0,0,672.43,25947.25
0,0,568.67,45186.98
0,1,368.20,26670.01
0,0,1546.55,57266.83
0,0,230.22,28930.25
0,0,815.05,34200.18
0,1,164.31,17995.86
0,1,1785.80,15291.67
0,0,661.05,27873.64
0,1,979.88,13522.42
0,1,778.25,23805.91
0,1,190.62,21744.51
0,0,523.81,45284.19
0,0,175.70,40044.47
0,0,977.95,38368.48
0,0,837.70,44260.76
0,1,1436.32,27658.39
0,0,638.23,53812.80
0,0,714.01,48631.36
0,0,738.25,36086.09
0,0,507.53,58027.77
0,1,1033.83,15818.06
0,1,19.74,20514.17
0,0,434.70,48898.37
0,0,0.00,45334.84
0,0,629.76,53069.33
0,1,522.77,26900.28
0,1,294.66,11681.46
0,1,469.43,14647.00
0,0,838.44,40903.48
0,0,1407.64,52746.13
0,1,1417.23,16053.97
0,0,363.99,38110.44
0,1,128.25,17076.57
1,1,1894.17,28321.68
0,1,1624.80,10623.60
0,0,645.95,46406.34
0,0,684.08,38184.57
0,0,1168.28,46904.60
0,0,766.12,51614.06
0,1,738.27,14063.08
0,0,525.89,45530.51
0,0,631.25,38877.57
0,0,0.00,65943.78
0,0,913.91,53809.33
0,0,578.75,60498.93
0,0,1503.85,43888.40
0,1,555.27,11581.22
1,1,1289.25,13624.55
0,0,545.57,35714.65
0,0,1112.35,33468.82
0,0,564.91,35820.89
0,0,591.84,38879.51
0,1,908.12,22084.27
1,1,2169.20,18195.27
0,1,1108.11,15337.30
0,0,0.00,27167.26
0,0,957.59,35330.86
0,0,448.04,29537.31
0,0,1188.07,40704.71
0,1,1223.89,19520.01
0,1,959.97,18413.86
0,0,734.72,35010.03
0,0,0.00,47628.41
0,0,1423.28,48914.20
0,0,217.16,26975.49
0,0,672.05,36705.34
0,0,830.77,45958.98
0,0,652.53,58750.50
0,0,533.99,64930.24
0,1,1626.63,17721.63
0,0,1382.12,30395.69
0,0,0.00,38663.20
0,0,1165.69,38110.36
0,0,1190.42,34198.05
0,0,435.21,39505.41
0,1,1382.42,17166.04
0,0,1265.95,27233.56
0,0,1303.63,40010.47
0,1,240.10,21142.04
0,1,326.44,21109.43
0,0,562.80,41934.60
0,0,531.49,28836.19
0,1,594.54,17875.34
0,0,745.73,60180.56
0,1,1218.64,29899.81
0,0,266.46,37622.05
1,0,1899.55,46076.24
0,1,717.60,13729.05
0,0,507.33,56075.10
0,1,1422.77,14044.53
0,0,1253.70,37645.80
0,0,1301.65,38918.99
1,1,2415.32,17429.50
0,1,1367.01,11293.47
0,0,449.05,31624.91
0,0,505.70,31971.31
0,0,1150.46,54982.75
0,0,981.49,30385.07
0,1,612.27,16270.84
0,1,1122.29,20351.34
0,0,59.80,36000.07
0,1,1353.01,26207.69
0,0,1232.23,50731.86
0,0,924.01,28803.77
0,0,517.82,65501.62
0,1,1795.72,12547.83
0,0,983.56,26050.13
0,1,990.35,18998.09
0,0,1529.52,52681.71
0,0,272.87,44249.68
0,1,636.21,19468.43
1,0,1751.35,38381.59
0,0,721.92,46269.84
0,0,511.42,25768.29
0,0,563.69,41354.35
0,0,1110.72,47221.45
0,0,403.03,48874.15
0,0,430.09,29246.38
0,0,278.47,33187.77
1,0,2228.47,27438.35
0,0,1201.78,30099.16
0,0,490.80,44686.10
0,1,792.86,8699.60
0,0,870.66,37180.07
0,1,1149.21,11337.06
0,0,493.53,49735.57
0,1,874.35,10845.02
0,0,1097.95,23224.13
0,0,976.15,29998.36
0,0,1373.73,43124.21
0,1,1282.76,22360.20
0,0,636.73,45649.17
0,0,1823.23,24744.85
0,0,605.86,34515.20
0,0,0.00,27888.83
0,0,491.52,37128.77
0,0,248.36,37868.56
0,0,1036.50,37151.41
0,0,1130.89,35235.37
0,1,1048.54,10392.06
0,0,1251.89,50174.33
1,0,1578.85,61220.13
0,0,0.00,40341.34
0,0,1531.96,33595.43
0,0,935.47,30909.93
0,1,1056.18,16873.51
0,1,1060.78,21430.79
0,0,253.85,41472.12
0,0,323.12,36119.43
0,0,1051.22,31749.64
0,1,925.95,14258.27
0,1,831.24,13703.00
0,0,280.84,56567.01
0,1,1092.34,20465.15
0,0,702.28,49708.96
0,0,663.10,32756.26
0,0,224.74,25386.99
0,0,1108.68,60725.53
0,1,0.00,20071.82
0,0,352.80,36751.98
0,1,1390.19,21735.25
0,0,599.65,32471.22
0,0,514.55,45763.90
0,1,484.89,15883.66
0,0,278.72,49231.19
0,0,661.06,35806.05
0,0,1110.30,27501.12
0,0,1306.26,29376.44
1,1,1966.06,17735.78
0,0,588.56,33224.44
0,0,0.00,42869.16
0,0,1289.60,35164.89
0,0,1054.28,50795.21
0,0,0.00,43513.11
0,0,897.81,37899.67
0,1,673.79,13344.86
0,0,636.34,49487.60
0,0,412.07,48347.30
1,0,1898.32,61011.22
0,0,1606.40,27382.33
0,0,0.00,41040.20
0,1,0.00,20157.25
0,0,486.38,53051.72
0,0,1738.11,38821.63
0,0,0.00,62746.84
